"Genotype"	"Background"	"Background.simple"	"Treatment"	"Treatment.V"	"Chamber.ID"	"Chamber.Irradiance"	"Vernalization"	"Daylength"	"Temperature"	"Fluctuation"	"Survival.Bolt"	"Bolt"	"Days.to.Bolt"	"Days.to.Flower"	"Rosette.leaf.num"	"Cauline.leaf.num"	"Blade.length.mm"	"Total.leaf.length.mm"	"Blade.ratio"	"Notes"
"1662"	"gi-6"	"Ler"	"Ler"	"12VarSD"	"12VarSDNV"	"4B"	"High"	"NV"	8	12	"Var"	"Y"	"Y"	65	87	38	8	38.6	45.3	0.85209713	""
"1663"	"gi-6"	"Ler"	"Ler"	"12VarSD"	"12VarSDNV"	"5T"	"Low"	"NV"	8	12	"Var"	"Y"	"Y"	69	93	38	11	24.9	41.1	0.605839416	""
"1664"	"gi-6"	"Ler"	"Ler"	"12VarSD"	"12VarSDNV"	"5T"	"Low"	"NV"	8	12	"Var"	"Y"	"Y"	69	91	37	11	25.2	35	0.72	""
"1665"	"gi-6"	"Ler"	"Ler"	"22ConLD"	"22ConLDNV"	"2B"	"High"	"NV"	16	22	"Con"	"Y"	"Y"	26	34	15	5	18.9	29.9	0.632107023	""
"1666"	"gi-6"	"Ler"	"Ler"	"22ConLD"	"22ConLDNV"	"2B"	"High"	"NV"	16	22	"Con"	"Y"	"Y"	27	34	14	5	17.4	26.1	0.666666667	""
"1667"	"gi-6"	"Ler"	"Ler"	"22ConLD"	"22ConLDNV"	"2B"	"High"	"NV"	16	22	"Con"	"Y"	"Y"	28	34	16	5	22.3	32	0.696875	""
"1668"	"gi-6"	"Ler"	"Ler"	"22ConLD"	"22ConLDNV"	"2B"	"High"	"NV"	16	22	"Con"	"Y"	"Y"	30	37	15	5	18.8	26.7	0.70411985	""
"1669"	"gi-6"	"Ler"	"Ler"	"22ConSD"	"22ConSDNV"	"6T"	"Low"	"NV"	8	22	"Con"	"Y"	"Y"	55	66	22	9	29.1	39.9	0.729323308	""
"1670"	"gi-6"	"Ler"	"Ler"	"22ConSD"	"22ConSDNV"	"6T"	"Low"	"NV"	8	22	"Con"	"Y"	"Y"	56	64	22	9	33.5	46	0.72826087	"lots of secondary leaves at bolt"
"1671"	"gi-6"	"Ler"	"Ler"	"22ConSD"	"22ConSDNV"	"6T"	"Low"	"NV"	8	22	"Con"	"Y"	"Y"	57	66	27	8	25.6	36.3	0.70523416	""
"1672"	"gi-6"	"Ler"	"Ler"	"22ConSD"	"22ConSDNV"	"6T"	"Low"	"NV"	8	22	"Con"	"Y"	"Y"	57	67	25	7	34.8	44.9	0.775055679	""
"1673"	"gi-6"	"Ler"	"Ler"	"22VarLD"	"22VarLDNV"	"2T"	"High"	"NV"	16	22	"Var"	"Y"	"Y"	21	28	7	1	9	14.1	0.638297872	""
"1674"	"gi-6"	"Ler"	"Ler"	"22VarLD"	"22VarLDNV"	"2T"	"High"	"NV"	16	22	"Var"	"Y"	"Y"	22	29	8	2	8.9	12.1	0.73553719	"bolting date missing; ll taken at flowering"
"1675"	"gi-6"	"Ler"	"Ler"	"22VarLD"	"22VarLDNV"	"2T"	"High"	"NV"	16	22	"Var"	"Y"	"Y"	22	30	9	2	11.6	17.6	0.659090909	""
"1676"	"gi-6"	"Ler"	"Ler"	"22VarLD"	"22VarLDNV"	"2T"	"High"	"NV"	16	22	"Var"	"Y"	"Y"	23	30	8	2	12.5	17	0.735294118	""
"1677"	"gi-6"	"Ler"	"Ler"	"22VarSD"	"22VarSDNV"	"6B"	"Low"	"NV"	8	22	"Var"	"Y"	"Y"	44	58	NA	NA	22.2	40.2	0.552238806	"secondary leaves at bolt"
"1678"	"gi-6"	"Ler"	"Ler"	"22VarSD"	"22VarSDNV"	"6B"	"Low"	"NV"	8	22	"Var"	"Y"	"Y"	46	60	20	3	21.7	35.3	0.614730878	"tons of secondary at bolt"
"1679"	"gi-6"	"Ler"	"Ler"	"22VarSD"	"22VarSDNV"	"6B"	"Low"	"NV"	8	22	"Var"	"Y"	"Y"	50	60	18	4	24.6	35.6	0.691011236	"lots of secondary leaves at bolt"
"1680"	"gi-6"	"Ler"	"Ler"	"22VarSD"	"22VarSDNV"	"6B"	"Low"	"NV"	8	22	"Var"	"Y"	"Y"	54	69	30	8	28	45.5	0.615384615	"tons of secondary at bolt; weird floral structure"
"1681"	"hua2-3"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"4T"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	24	37	11	3	9.6	14.9	0.644295302	""
"1682"	"hua2-3"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"7B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	25	41	8	2	7.7	11.6	0.663793103	""
"1683"	"hua2-3"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"4T"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	25	38	10	3	9.4	14.1	0.666666667	""
"1684"	"hua2-3"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"4T"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	26	38	10	3	9.1	15	0.606666667	""
"1685"	"hua2-3"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"4T"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	27	40	10	3	8.4	14.3	0.587412587	""
"1686"	"hua2-3"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"7B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	28	41	11	4	11.2	19.7	0.568527919	""
"1687"	"hua2-3"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"7B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	28	41	9	3	10.4	18.2	0.571428571	""
"1688"	"hua2-3"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"7B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	29	42	10	4	11.5	18.4	0.625	""
"1689"	"hua2-3"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"3T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	58	78	31	8	19	32.9	0.577507599	""
"1690"	"hua2-3"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"3T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	58	79	29	9	12.4	30.8	0.402597403	""
"1691"	"hua2-3"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"3T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	58	78	34	10	13.2	32	0.4125	""
"1692"	"hua2-3"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"3T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	60	78	38	8	22.8	36.1	0.631578947	""
"1693"	"hua2-3"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"7T"	"Low"	"NV"	8	12	"Con"	"Y"	"Y"	69	102	37	7	21.7	34.2	0.634502924	""
"1694"	"hua2-3"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"7T"	"Low"	"NV"	8	12	"Con"	"Y"	"Y"	75	105	37	8	23.4	35.5	0.65915493	""
"1695"	"hua2-3"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"7T"	"Low"	"NV"	8	12	"Con"	"Y"	"Y"	77	108	39	7	21.5	32.5	0.661538462	""
"1696"	"hua2-3"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"7T"	"Low"	"NV"	8	12	"Con"	"Y"	"Y"	77	101	36	7	34.3	47.7	0.719077568	""
"1697"	"hua2-3"	"Col"	"Col"	"12VarLD"	"12VarLDNV"	"3B"	"High"	"NV"	16	12	"Var"	"Y"	"Y"	26	38	10	3	8.5	13.6	0.625	""
"1698"	"hua2-3"	"Col"	"Col"	"12VarLD"	"12VarLDNV"	"3B"	"High"	"NV"	16	12	"Var"	"Y"	"Y"	28	40	12	4	14.8	21.4	0.691588785	""
"1699"	"hua2-3"	"Col"	"Col"	"12VarLD"	"12VarLDNV"	"5B"	"Low"	"NV"	16	12	"Var"	"Y"	"Y"	28	42	10	4	11.1	18	0.616666667	""
"1700"	"hua2-3"	"Col"	"Col"	"12VarLD"	"12VarLDNV"	"3B"	"High"	"NV"	16	12	"Var"	"Y"	"Y"	30	42	9	5	12	18.2	0.659340659	""
"1701"	"hua2-3"	"Col"	"Col"	"12VarLD"	"12VarLDNV"	"3B"	"High"	"NV"	16	12	"Var"	"Y"	"Y"	30	42	13	4	12.8	21	0.60952381	""
"1702"	"hua2-3"	"Col"	"Col"	"12VarLD"	"12VarLDNV"	"5B"	"Low"	"NV"	16	12	"Var"	"Y"	"Y"	30	42	12	3	12.1	21.3	0.568075117	""
"1703"	"hua2-3"	"Col"	"Col"	"12VarLD"	"12VarLDNV"	"5B"	"Low"	"NV"	16	12	"Var"	"Y"	"Y"	30	43	11	3	12.2	21.6	0.564814815	""
"1704"	"hua2-3"	"Col"	"Col"	"12VarLD"	"12VarLDNV"	"5B"	"Low"	"NV"	16	12	"Var"	"Y"	"Y"	31	42	12	4	16.4	30.5	0.537704918	""
"1705"	"hua2-3"	"Col"	"Col"	"12VarSD"	"12VarSDNV"	"4B"	"High"	"NV"	8	12	"Var"	"Y"	"Y"	56	75	30	8	21.8	34.5	0.631884058	""
"1706"	"hua2-3"	"Col"	"Col"	"12VarSD"	"12VarSDNV"	"4B"	"High"	"NV"	8	12	"Var"	"Y"	"Y"	58	78	31	9	12.7	32.5	0.390769231	""
"1707"	"hua2-3"	"Col"	"Col"	"12VarSD"	"12VarSDNV"	"4B"	"High"	"NV"	8	12	"Var"	"Y"	"Y"	60	77	30	9	19.7	30.1	0.65448505	""
"1708"	"hua2-3"	"Col"	"Col"	"12VarSD"	"12VarSDNV"	"4B"	"High"	"NV"	8	12	"Var"	"Y"	"Y"	63	84	35	8	29.8	52.1	0.571976967	""
"1709"	"hua2-3"	"Col"	"Col"	"12VarSD"	"12VarSDNV"	"5T"	"Low"	"NV"	8	12	"Var"	"Y"	"Y"	64	86	35	9	24.7	42.2	0.585308057	""
"1710"	"hua2-3"	"Col"	"Col"	"12VarSD"	"12VarSDNV"	"5T"	"Low"	"NV"	8	12	"Var"	"Y"	"Y"	64	87	33	9	21.5	37.5	0.573333333	""
"1711"	"hua2-3"	"Col"	"Col"	"12VarSD"	"12VarSDNV"	"5T"	"Low"	"NV"	8	12	"Var"	"Y"	"Y"	65	85	40	11	26.6	44.5	0.597752809	""
"1712"	"hua2-3"	"Col"	"Col"	"12VarSD"	"12VarSDNV"	"5T"	"Low"	"NV"	8	12	"Var"	"Y"	"Y"	65	88	37	9	24.3	40.2	0.604477612	""
"1713"	"hua2-3"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"2B"	"High"	"NV"	16	22	"Con"	"Y"	"Y"	18	24	8	3	NA	14.7	0	""
"1714"	"hua2-3"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"2B"	"High"	"NV"	16	22	"Con"	"Y"	"Y"	18	23	8	3	NA	16.46	0	""
"1715"	"hua2-3"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"2B"	"High"	"NV"	16	22	"Con"	"Y"	"Y"	18	23	8	3	NA	20.2	0	""
"1716"	"hua2-3"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"2B"	"High"	"NV"	16	22	"Con"	"Y"	"Y"	18	23	8	3	12.3	18.9	0.650793651	"back dated 1 day"
"1717"	"hua2-3"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"5B"	"Low"	"NV"	16	22	"Con"	"Y"	"Y"	18	25	8	2	NA	NA	NA	""
"1718"	"hua2-3"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"5B"	"Low"	"NV"	16	22	"Con"	"Y"	"Y"	18	25	8	2	NA	NA	NA	""
"1719"	"hua2-3"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"5B"	"Low"	"NV"	16	22	"Con"	"Y"	"Y"	18	25	7	3	NA	NA	NA	""
"1720"	"hua2-3"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"5B"	"Low"	"NV"	16	22	"Con"	"Y"	"Y"	19	25	9	2	NA	NA	NA	""
"1721"	"hua2-3"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"4T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	48	57	28	8	NA	NA	NA	""
"1722"	"hua2-3"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"4T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	51	60	28	10	NA	NA	NA	""
"1723"	"hua2-3"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"4T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	51	59	31	9	NA	NA	NA	""
"1724"	"hua2-3"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"4T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	52	60	30	9	NA	NA	NA	""
"1725"	"hua2-3"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"6T"	"Low"	"NV"	8	22	"Con"	"Y"	"Y"	53	61	32	10	22.7	41.1	0.552311436	""
"1726"	"hua2-3"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"2T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	53	61	28	10	NA	NA	NA	""
"1727"	"hua2-3"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"2T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	54	61	31	9	NA	NA	NA	""
"1728"	"hua2-3"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"2T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	54	60	30	12	NA	NA	NA	""
"1729"	"hua2-3"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"2T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	54	61	34	11	NA	NA	NA	""
"1730"	"hua2-3"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"6T"	"Low"	"NV"	8	22	"Con"	"Y"	"Y"	55	63	36	10	33.3	55.1	0.604355717	""
"1731"	"hua2-3"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"6T"	"Low"	"NV"	8	22	"Con"	"Y"	"Y"	57	66	38	12	31.2	52.2	0.597701149	""
"1732"	"hua2-3"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"6T"	"Low"	"NV"	8	22	"Con"	"Y"	"Y"	59	67	34	8	23.1	39.1	0.590792839	""
"1733"	"hua2-3"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"2T"	"High"	"NV"	16	22	"Var"	"Y"	"Y"	19	27	8	2	11.8	19.1	0.617801047	""
"1734"	"hua2-3"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"7B"	"Low"	"NV"	16	22	"Var"	"Y"	"Y"	19	27	8	2	NA	NA	NA	""
"1735"	"hua2-3"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"7B"	"Low"	"NV"	16	22	"Var"	"Y"	"Y"	19	26	8	2	NA	NA	NA	""
"1736"	"hua2-3"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"2T"	"High"	"NV"	16	22	"Var"	"Y"	"Y"	20	28	9	2	12.3	25.1	0.490039841	""
"1737"	"hua2-3"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"7B"	"Low"	"NV"	16	22	"Var"	"Y"	"Y"	20	27	9	2	NA	NA	NA	""
"1738"	"hua2-3"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"7B"	"Low"	"NV"	16	22	"Var"	"Y"	"Y"	20	27	8	2	NA	NA	NA	""
"1739"	"hua2-3"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"2T"	"High"	"NV"	16	22	"Var"	"Y"	"Y"	21	32	11	2	10.8	22.6	0.477876106	""
"1740"	"hua2-3"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"2T"	"High"	"NV"	16	22	"Var"	"Y"	"Y"	23	29	6	3	13.6	24.2	0.561983471	""
"1741"	"hua2-3"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"3B"	"High"	"NV"	8	22	"Var"	"Y"	"Y"	43	51	21	4	NA	NA	NA	""
"1742"	"hua2-3"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"3B"	"High"	"NV"	8	22	"Var"	"Y"	"Y"	48	55	22	3	NA	NA	NA	""
"1743"	"hua2-3"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"3B"	"High"	"NV"	8	22	"Var"	"Y"	"Y"	52	62	29	7	NA	NA	NA	""
"1744"	"hua2-3"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"6B"	"Low"	"NV"	8	22	"Var"	"Y"	"Y"	53	60	23	5	33.2	60.6	0.547854785	"lots of secondary leaves at bolt"
"1745"	"hua2-3"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"3B"	"High"	"NV"	8	22	"Var"	"Y"	"Y"	53	62	29	8	NA	NA	NA	""
"1746"	"hua2-3"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"6B"	"Low"	"NV"	8	22	"Var"	"Y"	"Y"	55	63	26	5	33.3	51.2	0.650390625	""
"1747"	"hua2-3"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"6B"	"Low"	"NV"	8	22	"Var"	"Y"	"Y"	56	64	26	5	24.4	45	0.542222222	""
"1748"	"hua2-3"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"6B"	"Low"	"NV"	8	22	"Var"	"Y"	"Y"	56	67	27	5	35.1	61	0.575409836	"lots of secondary leaves at bolt"
"1749"	"hua2-3"	"Col"	"Col"	"12ConLD"	"12ConLDV"	"7B"	"Low"	"V"	16	12	"Con"	"Y"	"Y"	23	36	11	3	13.9	22.4	0.620535714	""
"1750"	"hua2-3"	"Col"	"Col"	"12ConLD"	"12ConLDV"	"4T"	"High"	"V"	16	12	"Con"	"Y"	"Y"	23	35	13	2	11.3	17.3	0.653179191	""
"1751"	"hua2-3"	"Col"	"Col"	"12ConLD"	"12ConLDV"	"7B"	"Low"	"V"	16	12	"Con"	"Y"	"Y"	24	36	10	3	9.9	16.2	0.611111111	""
"1752"	"hua2-3"	"Col"	"Col"	"12ConLD"	"12ConLDV"	"7B"	"Low"	"V"	16	12	"Con"	"Y"	"Y"	24	36	11	3	12.3	19.3	0.637305699	""
"1753"	"hua2-3"	"Col"	"Col"	"12ConLD"	"12ConLDV"	"7B"	"Low"	"V"	16	12	"Con"	"Y"	"Y"	24	38	11	3	12	19.5	0.615384615	""
"1754"	"hua2-3"	"Col"	"Col"	"12ConLD"	"12ConLDV"	"4T"	"High"	"V"	16	12	"Con"	"Y"	"Y"	24	37	13	4	12.7	19.1	0.664921466	""
"1755"	"hua2-3"	"Col"	"Col"	"12ConLD"	"12ConLDV"	"4T"	"High"	"V"	16	12	"Con"	"Y"	"Y"	24	37	13	3	10.9	17.9	0.608938547	""
"1756"	"hua2-3"	"Col"	"Col"	"12ConLD"	"12ConLDV"	"4T"	"High"	"V"	16	12	"Con"	"Y"	"Y"	24	36	13	5	12.5	20	0.625	""
"1757"	"hua2-3"	"Col"	"Col"	"12ConSD"	"12ConSDV"	"3T"	"High"	"V"	8	12	"Con"	"Y"	"Y"	49	66	33	8	20.4	35.7	0.571428571	""
"1758"	"hua2-3"	"Col"	"Col"	"12ConSD"	"12ConSDV"	"3T"	"High"	"V"	8	12	"Con"	"Y"	"Y"	52	69	30	10	18	30.1	0.598006645	""
"1759"	"hua2-3"	"Col"	"Col"	"12ConSD"	"12ConSDV"	"3T"	"High"	"V"	8	12	"Con"	"Y"	"Y"	53	70	23	8	17	29.6	0.574324324	""
"1760"	"hua2-3"	"Col"	"Col"	"12ConSD"	"12ConSDV"	"3T"	"High"	"V"	8	12	"Con"	"Y"	"Y"	53	69	32	9	16.7	26.1	0.639846743	""
"1761"	"hua2-3"	"Col"	"Col"	"12ConSD"	"12ConSDV"	"7T"	"Low"	"V"	8	12	"Con"	"Y"	"Y"	61	82	31	8	23	37.7	0.610079576	""
"1762"	"hua2-3"	"Col"	"Col"	"12ConSD"	"12ConSDV"	"7T"	"Low"	"V"	8	12	"Con"	"Y"	"Y"	62	85	37	7	20.9	33.9	0.616519174	""
"1763"	"hua2-3"	"Col"	"Col"	"12ConSD"	"12ConSDV"	"7T"	"Low"	"V"	8	12	"Con"	"Y"	"Y"	63	88	34	6	23.3	38.7	0.602067183	"4 crushed leaves 6/8"
"1764"	"hua2-3"	"Col"	"Col"	"12ConSD"	"12ConSDV"	"7T"	"Low"	"V"	8	12	"Con"	"Y"	"Y"	63	86	33	7	35.1	56.6	0.620141343	"lots of secondaries at bolt"
"1765"	"hua2-3"	"Col"	"Col"	"12VarLD"	"12VarLDV"	"5B"	"Low"	"V"	16	12	"Var"	"Y"	"Y"	23	45	11	2	10.6	16.6	0.638554217	""
"1766"	"hua2-3"	"Col"	"Col"	"12VarLD"	"12VarLDV"	"3B"	"High"	"V"	16	12	"Var"	"Y"	"Y"	24	36	12	4	11	15.8	0.696202532	""
"1767"	"hua2-3"	"Col"	"Col"	"12VarLD"	"12VarLDV"	"3B"	"High"	"V"	16	12	"Var"	"Y"	"Y"	24	36	13	4	11.4	17.2	0.662790698	""
"1768"	"hua2-3"	"Col"	"Col"	"12VarLD"	"12VarLDV"	"5B"	"Low"	"V"	16	12	"Var"	"Y"	"Y"	24	37	12	3	13.6	22.7	0.599118943	""
"1769"	"hua2-3"	"Col"	"Col"	"12VarLD"	"12VarLDV"	"3B"	"High"	"V"	16	12	"Var"	"Y"	"Y"	25	36	13	5	13.7	23.1	0.593073593	""
"1770"	"hua2-3"	"Col"	"Col"	"12VarLD"	"12VarLDV"	"3B"	"High"	"V"	16	12	"Var"	"Y"	"Y"	25	35	11	3	13	19.7	0.659898477	""
"1771"	"hua2-3"	"Col"	"Col"	"12VarLD"	"12VarLDV"	"5B"	"Low"	"V"	16	12	"Var"	"Y"	"Y"	26	38	13	4	14.7	28	0.525	""
"1772"	"hua2-3"	"Col"	"Col"	"12VarLD"	"12VarLDV"	"5B"	"Low"	"V"	16	12	"Var"	"Y"	"Y"	26	38	13	3	11.6	20.8	0.557692308	""
"1773"	"hua2-3"	"Col"	"Col"	"12VarSD"	"12VarSDV"	"4B"	"High"	"V"	8	12	"Var"	"Y"	"Y"	47	66	29	8	20.7	36.8	0.5625	""
"1774"	"hua2-3"	"Col"	"Col"	"12VarSD"	"12VarSDV"	"4B"	"High"	"V"	8	12	"Var"	"Y"	"Y"	50	66	31	8	30.1	50.6	0.59486166	""
"1775"	"hua2-3"	"Col"	"Col"	"12VarSD"	"12VarSDV"	"4B"	"High"	"V"	8	12	"Var"	"Y"	"Y"	50	67	28	6	21.7	37	0.586486486	""
"1776"	"hua2-3"	"Col"	"Col"	"12VarSD"	"12VarSDV"	"4B"	"High"	"V"	8	12	"Var"	"Y"	"Y"	53	71	34	10	22.8	36.5	0.624657534	""
"1777"	"hua2-3"	"Col"	"Col"	"12VarSD"	"12VarSDV"	"5T"	"Low"	"V"	8	12	"Var"	"Y"	"Y"	57	75	35	8	26	41.8	0.622009569	""
"1778"	"hua2-3"	"Col"	"Col"	"12VarSD"	"12VarSDV"	"5T"	"Low"	"V"	8	12	"Var"	"Y"	"Y"	58	76	33	8	22.9	39	0.587179487	""
"1779"	"hua2-3"	"Col"	"Col"	"12VarSD"	"12VarSDV"	"5T"	"Low"	"V"	8	12	"Var"	"Y"	"Y"	62	82	31	8	20.4	33.4	0.610778443	""
"1780"	"hua2-3"	"Col"	"Col"	"12VarSD"	"12VarSDV"	"5T"	"Low"	"V"	8	12	"Var"	"Y"	"Y"	63	NA	NA	NA	24.6	42.9	0.573426573	"no flowering or leaf count data"
"1781"	"hua2-3"	"Col"	"Col"	"22ConLD"	"22ConLDV"	"2B"	"High"	"V"	16	22	"Con"	"Y"	"Y"	15	21	8	2	NA	12.3	0	""
"1782"	"hua2-3"	"Col"	"Col"	"22ConLD"	"22ConLDV"	"2B"	"High"	"V"	16	22	"Con"	"Y"	"Y"	15	20	7	2	NA	12.1	0	""
"1783"	"hua2-3"	"Col"	"Col"	"22ConLD"	"22ConLDV"	"5B"	"Low"	"V"	16	22	"Con"	"Y"	"Y"	16	22	8	2	NA	NA	NA	""
"1784"	"hua2-3"	"Col"	"Col"	"22ConLD"	"22ConLDV"	"5B"	"Low"	"V"	16	22	"Con"	"Y"	"Y"	16	23	8	2	NA	NA	NA	""
"1785"	"hua2-3"	"Col"	"Col"	"22ConLD"	"22ConLDV"	"2B"	"High"	"V"	16	22	"Con"	"Y"	"Y"	17	21	10	3	NA	21.5	0	""
"1786"	"hua2-3"	"Col"	"Col"	"22ConLD"	"22ConLDV"	"5B"	"Low"	"V"	16	22	"Con"	"Y"	"Y"	17	23	8	1	NA	NA	NA	""
"1787"	"hua2-3"	"Col"	"Col"	"22ConLD"	"22ConLDV"	"5B"	"Low"	"V"	16	22	"Con"	"Y"	"Y"	17	23	8	2	NA	NA	NA	""
"1788"	"hua2-3"	"Col"	"Col"	"22ConLD"	"22ConLDV"	"2B"	"High"	"V"	16	22	"Con"	"Y"	"Y"	18	23	8	2	NA	16.9	0	""
"1789"	"hua2-3"	"Col"	"Col"	"22ConSD"	"22ConSDV"	"2T"	"High"	"V"	8	22	"Con"	"Y"	"Y"	29	36	18	2	NA	NA	NA	""
"1790"	"hua2-3"	"Col"	"Col"	"22ConSD"	"22ConSDV"	"4T"	"High"	"V"	8	22	"Con"	"Y"	"Y"	41	48	29	8	NA	NA	NA	""
"1791"	"hua2-3"	"Col"	"Col"	"22ConSD"	"22ConSDV"	"4T"	"High"	"V"	8	22	"Con"	"Y"	"Y"	41	49	25	5	NA	NA	NA	""
"1792"	"hua2-3"	"Col"	"Col"	"22ConSD"	"22ConSDV"	"2T"	"High"	"V"	8	22	"Con"	"Y"	"Y"	41	48	25	6	NA	NA	NA	""
"1793"	"hua2-3"	"Col"	"Col"	"22ConSD"	"22ConSDV"	"4T"	"High"	"V"	8	22	"Con"	"Y"	"Y"	43	50	30	8	NA	NA	NA	""
"1794"	"hua2-3"	"Col"	"Col"	"22ConSD"	"22ConSDV"	"4T"	"High"	"V"	8	22	"Con"	"Y"	"Y"	43	51	26	7	NA	NA	NA	""
"1795"	"hua2-3"	"Col"	"Col"	"22ConSD"	"22ConSDV"	"6T"	"Low"	"V"	8	22	"Con"	"Y"	"Y"	44	52	28	8	33.2	55.5	0.598198198	""
"1796"	"hua2-3"	"Col"	"Col"	"22ConSD"	"22ConSDV"	"6T"	"Low"	"V"	8	22	"Con"	"Y"	"Y"	45	53	31	7	27.7	50.8	0.545275591	""
"1797"	"hua2-3"	"Col"	"Col"	"22ConSD"	"22ConSDV"	"6T"	"Low"	"V"	8	22	"Con"	"Y"	"Y"	46	54	30	6	24.3	48.8	0.49795082	""
"1798"	"hua2-3"	"Col"	"Col"	"22ConSD"	"22ConSDV"	"6T"	"Low"	"V"	8	22	"Con"	"Y"	"Y"	47	54	31	8	25.8	49.8	0.518072289	""
"1799"	"hua2-3"	"Col"	"Col"	"22ConSD"	"22ConSDV"	"2T"	"High"	"V"	8	22	"Con"	"Y"	"Y"	47	53	27	5	NA	NA	NA	""
"1800"	"hua2-3"	"Col"	"Col"	"22ConSD"	"22ConSDV"	"2T"	"High"	"V"	8	22	"Con"	"Y"	"Y"	48	54	28	4	NA	NA	NA	""
"1801"	"hua2-3"	"Col"	"Col"	"22VarLD"	"22VarLDV"	"2T"	"High"	"V"	16	22	"Var"	"Y"	"Y"	16	22	9	1	NA	15.6	0	""
"1802"	"hua2-3"	"Col"	"Col"	"22VarLD"	"22VarLDV"	"7B"	"Low"	"V"	16	22	"Var"	"Y"	"Y"	16	25	8	2	NA	NA	NA	""
"1803"	"hua2-3"	"Col"	"Col"	"22VarLD"	"22VarLDV"	"2T"	"High"	"V"	16	22	"Var"	"Y"	"Y"	17	23	9	2	NA	20.8	0	""
