"Genotype"	"Background"	"Background.simple"	"Treatment"	"Treatment.V"	"Chamber.ID"	"Chamber.Irradiance"	"Vernalization"	"Daylength"	"Temperature"	"Fluctuation"	"Survival.Bolt"	"Bolt"	"Days.to.Bolt"	"Days.to.Flower"	"Rosette.leaf.num"	"Cauline.leaf.num"	"Blade.length.mm"	"Total.leaf.length.mm"	"Blade.ratio"	"Notes"
"1524"	"gai-d1"	"Ler tt1"	"Ler"	"12VarLD"	"12VarLDNV"	"5B"	"Low"	"NV"	16	12	"Var"	"Y"	"Y"	27	45	11	3	9.1	14.7	0.619047619	"wrong bolt date?"
"1525"	"gai-d1"	"Ler tt1"	"Ler"	"12VarLD"	"12VarLDNV"	"3B"	"High"	"NV"	16	12	"Var"	"Y"	"Y"	32	46	13	4	10.9	13.5	0.807407407	""
"1526"	"gai-d1"	"Ler tt1"	"Ler"	"12VarLD"	"12VarLDNV"	"5B"	"Low"	"NV"	16	12	"Var"	"Y"	"Y"	33	47	11	4	11.1	18	0.616666667	""
"1527"	"gai-d1"	"Ler tt1"	"Ler"	"12VarLD"	"12VarLDNV"	"3B"	"High"	"NV"	16	12	"Var"	"Y"	"Y"	34	46	11	3	13.1	20.4	0.642156863	""
"1528"	"gai-d1"	"Ler tt1"	"Ler"	"12VarLD"	"12VarLDNV"	"5B"	"Low"	"NV"	16	12	"Var"	"Y"	"Y"	34	48	11	4	15	24.9	0.602409639	""
"1529"	"gai-d1"	"Ler tt1"	"Ler"	"12VarLD"	"12VarLDNV"	"3B"	"High"	"NV"	16	12	"Var"	"Y"	"Y"	35	46	13	4	13.4	20.5	0.653658537	""
"1530"	"gai-d1"	"Ler tt1"	"Ler"	"12VarLD"	"12VarLDNV"	"3B"	"High"	"NV"	16	12	"Var"	"Y"	"Y"	36	49	15	5	15.2	22.7	0.669603524	""
"1531"	"gai-d1"	"Ler tt1"	"Ler"	"12VarLD"	"12VarLDNV"	"5B"	"Low"	"NV"	16	12	"Var"	"Y"	"Y"	37	50	12	5	19.5	28.6	0.681818182	""
"1532"	"gai-d1"	"Ler tt1"	"Ler"	"12VarSD"	"12VarSDNV"	"4B"	"High"	"NV"	8	12	"Var"	"Y"	"Y"	60	80	20	10	20.2	29.2	0.691780822	""
"1533"	"gai-d1"	"Ler tt1"	"Ler"	"12VarSD"	"12VarSDNV"	"4B"	"High"	"NV"	8	12	"Var"	"Y"	"Y"	60	82	31	11	20.9	29.8	0.701342282	""
"1534"	"gai-d1"	"Ler tt1"	"Ler"	"12VarSD"	"12VarSDNV"	"4B"	"High"	"NV"	8	12	"Var"	"Y"	"Y"	64	83	31	10	32.7	45	0.726666667	""
"1535"	"gai-d1"	"Ler tt1"	"Ler"	"12VarSD"	"12VarSDNV"	"4B"	"High"	"NV"	8	12	"Var"	"Y"	"Y"	64	84	28	11	18.4	27.8	0.661870504	""
"1536"	"gai-d1"	"Ler tt1"	"Ler"	"12VarSD"	"12VarSDNV"	"5T"	"Low"	"NV"	8	12	"Var"	"Y"	"Y"	67	93	29	11	22	32	0.6875	""
"1537"	"gai-d1"	"Ler tt1"	"Ler"	"12VarSD"	"12VarSDNV"	"5T"	"Low"	"NV"	8	12	"Var"	"Y"	"Y"	70	93	29	10	22.5	32.8	0.68597561	""
"1538"	"gai-d1"	"Ler tt1"	"Ler"	"12VarSD"	"12VarSDNV"	"5T"	"Low"	"NV"	8	12	"Var"	"Y"	"Y"	71	93	33	11	24.2	36.7	0.659400545	""
"1539"	"gai-d1"	"Ler tt1"	"Ler"	"12VarSD"	"12VarSDNV"	"5T"	"Low"	"NV"	8	12	"Var"	"Y"	"Y"	73	83	29	8	25.6	39.5	0.648101266	"wrong bolting date?"
"1540"	"gai-d1"	"Ler tt1"	"Ler"	"22ConLD"	"22ConLDNV"	"2B"	"High"	"NV"	16	22	"Con"	"Y"	"Y"	17	23	7	1	NA	8.6	0	""
"1541"	"gai-d1"	"Ler tt1"	"Ler"	"22ConLD"	"22ConLDNV"	"2B"	"High"	"NV"	16	22	"Con"	"Y"	"Y"	18	24	7	2	NA	13.16	0	""
"1542"	"gai-d1"	"Ler tt1"	"Ler"	"22ConLD"	"22ConLDNV"	"2B"	"High"	"NV"	16	22	"Con"	"Y"	"Y"	18	23	6	2	NA	10.4	0	""
"1543"	"gai-d1"	"Ler tt1"	"Ler"	"22ConLD"	"22ConLDNV"	"2B"	"High"	"NV"	16	22	"Con"	"Y"	"Y"	19	25	7	2	8.37	9.9	0.845454545	""
"1544"	"gai-d1"	"Ler tt1"	"Ler"	"22ConLD"	"22ConLDNV"	"5B"	"Low"	"NV"	16	22	"Con"	"Y"	"Y"	19	25	5	2	NA	NA	NA	""
"1545"	"gai-d1"	"Ler tt1"	"Ler"	"22ConLD"	"22ConLDNV"	"5B"	"Low"	"NV"	16	22	"Con"	"Y"	"Y"	19	25	5	2	NA	NA	NA	""
"1546"	"gai-d1"	"Ler tt1"	"Ler"	"22ConLD"	"22ConLDNV"	"5B"	"Low"	"NV"	16	22	"Con"	"Y"	"Y"	20	26	7	2	NA	NA	NA	""
"1547"	"gai-d1"	"Ler tt1"	"Ler"	"22ConLD"	"22ConLDNV"	"5B"	"Low"	"NV"	16	22	"Con"	"Y"	"Y"	21	26	8	1	NA	NA	NA	""
"1548"	"gai-d1"	"Ler tt1"	"Ler"	"22ConSD"	"22ConSDNV"	"4T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	48	56	23	7	NA	NA	NA	""
"1549"	"gai-d1"	"Ler tt1"	"Ler"	"22ConSD"	"22ConSDNV"	"4T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	50	57	24	8	NA	NA	NA	""
"1550"	"gai-d1"	"Ler tt1"	"Ler"	"22ConSD"	"22ConSDNV"	"4T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	52	59	22	5	NA	NA	NA	""
"1551"	"gai-d1"	"Ler tt1"	"Ler"	"22ConSD"	"22ConSDNV"	"4T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	52	60	22	6	NA	NA	NA	""
"1552"	"gai-d1"	"Ler tt1"	"Ler"	"22ConSD"	"22ConSDNV"	"2T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	55	63	26	7	NA	NA	NA	""
"1553"	"gai-d1"	"Ler tt1"	"Ler"	"22ConSD"	"22ConSDNV"	"2T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	59	68	26	8	NA	NA	NA	""
"1554"	"gai-d1"	"Ler tt1"	"Ler"	"22ConSD"	"22ConSDNV"	"2T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	60	68	21	7	NA	NA	NA	""
"1555"	"gai-d1"	"Ler tt1"	"Ler"	"22ConSD"	"22ConSDNV"	"6T"	"Low"	"NV"	8	22	"Con"	"Y"	"Y"	64	72	30	10	31.6	48.1	0.656964657	""
"1556"	"gai-d1"	"Ler tt1"	"Ler"	"22ConSD"	"22ConSDNV"	"2T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	64	72	28	8	NA	NA	NA	""
"1557"	"gai-d1"	"Ler tt1"	"Ler"	"22VarLD"	"22VarLDNV"	"7B"	"Low"	"NV"	16	22	"Var"	"Y"	"Y"	17	29	5	2	NA	NA	NA	""
"1558"	"gai-d1"	"Ler tt1"	"Ler"	"22VarLD"	"22VarLDNV"	"2T"	"High"	"NV"	16	22	"Var"	"Y"	"Y"	19	26	7	1	6.5	10.3	0.631067961	""
"1559"	"gai-d1"	"Ler tt1"	"Ler"	"22VarLD"	"22VarLDNV"	"2T"	"High"	"NV"	16	22	"Var"	"Y"	"Y"	20	NA	NA	NA	7.1	10.6	0.669811321	""
"1560"	"gai-d1"	"Ler tt1"	"Ler"	"22VarLD"	"22VarLDNV"	"2T"	"High"	"NV"	16	22	"Var"	"Y"	"Y"	20	27	6	2	7.4	12.1	0.611570248	""
"1561"	"gai-d1"	"Ler tt1"	"Ler"	"22VarLD"	"22VarLDNV"	"2T"	"High"	"NV"	16	22	"Var"	"Y"	"Y"	20	27	5	2	4.6	8.2	0.56097561	""
"1562"	"gai-d1"	"Ler tt1"	"Ler"	"22VarLD"	"22VarLDNV"	"7B"	"Low"	"NV"	16	22	"Var"	"Y"	"Y"	20	27	7	2	NA	NA	NA	""
"1563"	"gai-d1"	"Ler tt1"	"Ler"	"22VarLD"	"22VarLDNV"	"7B"	"Low"	"NV"	16	22	"Var"	"Y"	"Y"	20	27	7	2	NA	NA	NA	""
"1564"	"gai-d1"	"Ler tt1"	"Ler"	"22VarLD"	"22VarLDNV"	"7B"	"Low"	"NV"	16	22	"Var"	"Y"	"Y"	21	28	5	2	NA	NA	NA	""
"1565"	"gai-d1"	"Ler tt1"	"Ler"	"22VarSD"	"22VarSDNV"	"6B"	"Low"	"NV"	8	22	"Var"	"Y"	"Y"	34	57	6	2	8.2	18.3	0.448087432	""
"1566"	"gai-d1"	"Ler tt1"	"Ler"	"22VarSD"	"22VarSDNV"	"6B"	"Low"	"NV"	8	22	"Var"	"Y"	"Y"	34	56	9	3	9.5	23.9	0.39748954	"lots of secondary leaves"
"1567"	"gai-d1"	"Ler tt1"	"Ler"	"22VarSD"	"22VarSDNV"	"3B"	"High"	"NV"	8	22	"Var"	"Y"	"Y"	35	48	7	3	NA	NA	NA	""
"1568"	"gai-d1"	"Ler tt1"	"Ler"	"22VarSD"	"22VarSDNV"	"6B"	"Low"	"NV"	8	22	"Var"	"Y"	"Y"	38	58	11	3	12.2	26.7	0.456928839	"lots of secondary"
"1569"	"gai-d1"	"Ler tt1"	"Ler"	"22VarSD"	"22VarSDNV"	"6B"	"Low"	"NV"	8	22	"Var"	"Y"	"Y"	38	53	11	3	7.6	22.6	0.336283186	"SLNx2 from B to F"
"1570"	"gai-d1"	"Ler tt1"	"Ler"	"22VarSD"	"22VarSDNV"	"3B"	"High"	"NV"	8	22	"Var"	"Y"	"Y"	44	56	10	2	NA	NA	NA	""
"1571"	"gai-d1"	"Ler tt1"	"Ler"	"22VarSD"	"22VarSDNV"	"3B"	"High"	"NV"	8	22	"Var"	"Y"	"Y"	71	80	19	5	NA	NA	NA	""
"1572"	"gi-2"	"Col-1"	"Col"	"12ConLD"	"12ConLDNV"	"4T"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	56	74	49	8	22	33.4	0.658682635	""
"1573"	"gi-2"	"Col-1"	"Col"	"12ConLD"	"12ConLDNV"	"4T"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	57	76	40	9	18.2	26.4	0.689393939	""
"1574"	"gi-2"	"Col-1"	"Col"	"12ConLD"	"12ConLDNV"	"4T"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	59	75	45	6	15.4	25.8	0.596899225	""
"1575"	"gi-2"	"Col-1"	"Col"	"12ConLD"	"12ConLDNV"	"4T"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	59	77	47	10	13.2	28.5	0.463157895	""
"1576"	"gi-2"	"Col-1"	"Col"	"12ConLD"	"12ConLDNV"	"7B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	64	83	45	8	18.6	29.4	0.632653061	""
"1577"	"gi-2"	"Col-1"	"Col"	"12ConLD"	"12ConLDNV"	"7B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	66	85	29	8	16.2	27.3	0.593406593	""
"1578"	"gi-2"	"Col-1"	"Col"	"12ConLD"	"12ConLDNV"	"7B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	67	88	44	7	17.4	26.6	0.654135338	""
"1579"	"gi-2"	"Col-1"	"Col"	"12ConLD"	"12ConLDNV"	"7B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	69	98	49	12	15.3	25	0.612	"lots of secondaries"
"1580"	"gi-2"	"Col-1"	"Col"	"12ConSD"	"12ConSDNV"	"3T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	81	102	50	6	15.6	29	0.537931034	""
"1581"	"gi-2"	"Col-1"	"Col"	"12ConSD"	"12ConSDNV"	"3T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	82	100	51	6	16.4	29.4	0.557823129	""
"1582"	"gi-2"	"Col-1"	"Col"	"12ConSD"	"12ConSDNV"	"3T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	86	106	61	8	20.2	32.4	0.62345679	""
"1583"	"gi-2"	"Col-1"	"Col"	"12ConSD"	"12ConSDNV"	"7T"	"Low"	"NV"	8	12	"Con"	"Y"	"Y"	92	117	57	8	20.1	38.1	0.527559055	""
"1584"	"gi-2"	"Col-1"	"Col"	"12ConSD"	"12ConSDNV"	"7T"	"Low"	"NV"	8	12	"Con"	"Y"	"Y"	94	115	56	5	19.1	32.8	0.582317073	""
"1585"	"gi-2"	"Col-1"	"Col"	"12ConSD"	"12ConSDNV"	"3T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	95	112	51	5	16	25.7	0.622568093	""
"1586"	"gi-2"	"Col-1"	"Col"	"12ConSD"	"12ConSDNV"	"7T"	"Low"	"NV"	8	12	"Con"	"Y"	"Y"	95	119	50	5	15.4	28.8	0.534722222	""
"1587"	"gi-2"	"Col-1"	"Col"	"12ConSD"	"12ConSDNV"	"7T"	"Low"	"NV"	8	12	"Con"	"Y"	"Y"	101	123	58	6	18.9	29.6	0.638513514	""
"1588"	"gi-2"	"Col-1"	"Col"	"12VarLD"	"12VarLDNV"	"3B"	"High"	"NV"	16	12	"Var"	"Y"	"Y"	51	66	41	7	17.5	29.7	0.589225589	""
"1589"	"gi-2"	"Col-1"	"Col"	"12VarLD"	"12VarLDNV"	"3B"	"High"	"NV"	16	12	"Var"	"Y"	"Y"	54	68	42	8	21.3	33.5	0.635820896	""
"1590"	"gi-2"	"Col-1"	"Col"	"12VarLD"	"12VarLDNV"	"3B"	"High"	"NV"	16	12	"Var"	"Y"	"Y"	54	68	40	6	18.5	30.7	0.602605863	""
"1591"	"gi-2"	"Col-1"	"Col"	"12VarLD"	"12VarLDNV"	"3B"	"High"	"NV"	16	12	"Var"	"Y"	"Y"	55	71	38	8	17.9	25.3	0.707509881	""
"1592"	"gi-2"	"Col-1"	"Col"	"12VarLD"	"12VarLDNV"	"5B"	"Low"	"NV"	16	12	"Var"	"Y"	"Y"	58	76	39	7	20.6	37.5	0.549333333	""
"1593"	"gi-2"	"Col-1"	"Col"	"12VarLD"	"12VarLDNV"	"5B"	"Low"	"NV"	16	12	"Var"	"Y"	"Y"	60	77	44	7	20.3	31.4	0.646496815	""
"1594"	"gi-2"	"Col-1"	"Col"	"12VarLD"	"12VarLDNV"	"5B"	"Low"	"NV"	16	12	"Var"	"Y"	"Y"	61	78	47	8	27.4	43.9	0.624145786	""
"1595"	"gi-2"	"Col-1"	"Col"	"12VarLD"	"12VarLDNV"	"5B"	"Low"	"NV"	16	12	"Var"	"Y"	"Y"	81	98	39	7	20.6	30.6	0.673202614	""
"1596"	"gi-2"	"Col-1"	"Col"	"12VarSD"	"12VarSDNV"	"4B"	"High"	"NV"	8	12	"Var"	"Y"	"Y"	83	108	50	5	17.6	29.2	0.602739726	""
"1597"	"gi-2"	"Col-1"	"Col"	"12VarSD"	"12VarSDNV"	"4B"	"High"	"NV"	8	12	"Var"	"Y"	"Y"	83	103	57	8	24	39	0.615384615	""
"1598"	"gi-2"	"Col-1"	"Col"	"12VarSD"	"12VarSDNV"	"5T"	"Low"	"NV"	8	12	"Var"	"Y"	"Y"	88	110	53	6	19.4	31.8	0.610062893	""
"1599"	"gi-2"	"Col-1"	"Col"	"12VarSD"	"12VarSDNV"	"5T"	"Low"	"NV"	8	12	"Var"	"Y"	"Y"	90	111	54	5	19.9	31.4	0.633757962	""
"1600"	"gi-2"	"Col-1"	"Col"	"12VarSD"	"12VarSDNV"	"5T"	"Low"	"NV"	8	12	"Var"	"Y"	"Y"	90	112	52	5	19.4	32.9	0.589665653	""
"1601"	"gi-2"	"Col-1"	"Col"	"12VarSD"	"12VarSDNV"	"5T"	"Low"	"NV"	8	12	"Var"	"Y"	"Y"	90	112	56	5	20.2	33.7	0.599406528	""
"1602"	"gi-2"	"Col-1"	"Col"	"12VarSD"	"12VarSDNV"	"4B"	"High"	"NV"	8	12	"Var"	"Y"	"Y"	90	111	51	4	17	30.1	0.564784053	""
"1603"	"gi-2"	"Col-1"	"Col"	"12VarSD"	"12VarSDNV"	"4B"	"High"	"NV"	8	12	"Var"	"Y"	"Y"	103	126	46	7	18.5	29.3	0.631399317	""
"1604"	"gi-2"	"Col-1"	"Col"	"22ConLD"	"22ConLDNV"	"5B"	"Low"	"NV"	16	22	"Con"	"Y"	"Y"	40	48	32	7	NA	NA	NA	""
"1605"	"gi-2"	"Col-1"	"Col"	"22ConLD"	"22ConLDNV"	"2B"	"High"	"NV"	16	22	"Con"	"Y"	"Y"	47	53	34	6	21.6	36.3	0.595041322	""
"1606"	"gi-2"	"Col-1"	"Col"	"22ConLD"	"22ConLDNV"	"2B"	"High"	"NV"	16	22	"Con"	"Y"	"Y"	48	55	36	6	24.1	35.7	0.675070028	""
"1607"	"gi-2"	"Col-1"	"Col"	"22ConLD"	"22ConLDNV"	"2B"	"High"	"NV"	16	22	"Con"	"Y"	"Y"	49	56	36	5	21.2	33.7	0.629080119	""
"1608"	"gi-2"	"Col-1"	"Col"	"22ConLD"	"22ConLDNV"	"5B"	"Low"	"NV"	16	22	"Con"	"Y"	"Y"	51	58	40	10	NA	NA	NA	""
"1609"	"gi-2"	"Col-1"	"Col"	"22ConLD"	"22ConLDNV"	"2B"	"High"	"NV"	16	22	"Con"	"Y"	"Y"	52	60	34	8	23.5	34.6	0.679190751	""
"1610"	"gi-2"	"Col-1"	"Col"	"22ConLD"	"22ConLDNV"	"5B"	"Low"	"NV"	16	22	"Con"	"Y"	"Y"	55	63	43	9	NA	NA	NA	""
"1611"	"gi-2"	"Col-1"	"Col"	"22ConLD"	"22ConLDNV"	"5B"	"Low"	"NV"	16	22	"Con"	"Y"	"Y"	57	63	25	8	NA	NA	NA	""
"1612"	"gi-2"	"Col-1"	"Col"	"22ConSD"	"22ConSDNV"	"4T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	70	78	35	4	NA	NA	NA	""
"1613"	"gi-2"	"Col-1"	"Col"	"22ConSD"	"22ConSDNV"	"4T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	74	84	34	9	NA	NA	NA	""
"1614"	"gi-2"	"Col-1"	"Col"	"22ConSD"	"22ConSDNV"	"2T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	90	107	NA	NA	NA	NA	NA	"don't use, plant doesn't look like others of same type"
"1615"	"gi-2"	"Col-1"	"Col"	"22ConSD"	"22ConSDNV"	"2T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	99	109	56	7	NA	NA	NA	"bad leaf count, lots of secondaries"
"1616"	"gi-2"	"Col-1"	"Col"	"22ConSD"	"22ConSDNV"	"4T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	101	108	36	NA	NA	NA	NA	"multiple rosettes"
"1617"	"gi-2"	"Col-1"	"Col"	"22ConSD"	"22ConSDNV"	"4T"	"High"	"NV"	8	22	"Con"	"Y"	"N"	162	NA	NA	NA	NA	NA	NA	""
"1618"	"gi-2"	"Col-1"	"Col"	"22ConSD"	"22ConSDNV"	"2T"	"High"	"NV"	8	22	"Con"	"Y"	"N"	162	NA	NA	NA	NA	NA	NA	""
"1619"	"gi-2"	"Col-1"	"Col"	"22ConSD"	"22ConSDNV"	"2T"	"High"	"NV"	8	22	"Con"	"Y"	"N"	162	NA	NA	NA	NA	NA	NA	""
"1620"	"gi-2"	"Col-1"	"Col"	"22VarLD"	"22VarLDNV"	"2T"	"High"	"NV"	16	22	"Var"	"Y"	"Y"	37	47	22	6	23.8	40.2	0.592039801	""
"1621"	"gi-2"	"Col-1"	"Col"	"22VarLD"	"22VarLDNV"	"7B"	"Low"	"NV"	16	22	"Var"	"Y"	"Y"	38	48	23	4	NA	NA	NA	""
"1622"	"gi-2"	"Col-1"	"Col"	"22VarLD"	"22VarLDNV"	"2T"	"High"	"NV"	16	22	"Var"	"Y"	"Y"	39	47	25	6	24.6	41.8	0.588516746	""
"1623"	"gi-2"	"Col-1"	"Col"	"22VarLD"	"22VarLDNV"	"7B"	"Low"	"NV"	16	22	"Var"	"Y"	"Y"	41	48	22	5	NA	NA	NA	""
"1624"	"gi-2"	"Col-1"	"Col"	"22VarLD"	"22VarLDNV"	"2T"	"High"	"NV"	16	22	"Var"	"Y"	"Y"	42	50	27	5	27.5	45.8	0.600436681	""
"1625"	"gi-2"	"Col-1"	"Col"	"22VarLD"	"22VarLDNV"	"2T"	"High"	"NV"	16	22	"Var"	"Y"	"Y"	43	50	29	5	21.8	47.3	0.460887949	""
"1626"	"gi-2"	"Col-1"	"Col"	"22VarLD"	"22VarLDNV"	"7B"	"Low"	"NV"	16	22	"Var"	"Y"	"Y"	45	52	29	6	NA	NA	NA	""
"1627"	"gi-2"	"Col-1"	"Col"	"22VarSD"	"22VarSDNV"	"3B"	"High"	"NV"	8	22	"Var"	"Y"	"Y"	74	84	34	9	NA	NA	NA	""
"1628"	"gi-2"	"Col-1"	"Col"	"22VarSD"	"22VarSDNV"	"3B"	"High"	"NV"	8	22	"Var"	"Y"	"Y"	80	90	43	7	NA	NA	NA	"slightly serrated leaves, very upright leaves"
"1629"	"gi-2"	"Col-1"	"Col"	"22VarSD"	"22VarSDNV"	"6B"	"Low"	"NV"	8	22	"Var"	"Y"	"Y"	82	92	36	8	31.2	49.2	0.634146341	""
"1630"	"gi-2"	"Col-1"	"Col"	"22VarSD"	"22VarSDNV"	"6B"	"Low"	"NV"	8	22	"Var"	"Y"	"Y"	87	96	42	11	29.9	54.9	0.544626594	""
"1631"	"gi-2"	"Col-1"	"Col"	"22VarSD"	"22VarSDNV"	"3B"	"High"	"NV"	8	22	"Var"	"Y"	"Y"	87	97	44	6	NA	NA	NA	""
"1632"	"gi-2"	"Col-1"	"Col"	"22VarSD"	"22VarSDNV"	"3B"	"High"	"NV"	8	22	"Var"	"Y"	"N"	162	NA	NA	NA	NA	NA	NA	""
"1633"	"gi-6"	"Ler"	"Ler"	"12ConLD"	"12ConLDNV"	"4T"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	40	55	21	7	20.2	30.2	0.668874172	""
"1634"	"gi-6"	"Ler"	"Ler"	"12ConLD"	"12ConLDNV"	"4T"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	42	57	19	7	8.5	26.7	0.31835206	""
"1635"	"gi-6"	"Ler"	"Ler"	"12ConLD"	"12ConLDNV"	"7B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	43	60	19	4	18	27.1	0.664206642	""
"1636"	"gi-6"	"Ler"	"Ler"	"12ConLD"	"12ConLDNV"	"4T"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	43	59	23	9	19.5	27.6	0.706521739	""
"1637"	"gi-6"	"Ler"	"Ler"	"12ConLD"	"12ConLDNV"	"7B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	44	60	17	4	19.8	31.3	0.632587859	""
"1638"	"gi-6"	"Ler"	"Ler"	"12ConLD"	"12ConLDNV"	"4T"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	44	62	24	9	29.5	40.8	0.723039216	""
"1639"	"gi-6"	"Ler"	"Ler"	"12ConLD"	"12ConLDNV"	"7B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	45	62	21	6	21.3	30.2	0.705298013	""
"1640"	"gi-6"	"Ler"	"Ler"	"12ConLD"	"12ConLDNV"	"7B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	45	62	18	6	18.2	29.1	0.625429553	""
"1641"	"gi-6"	"Ler"	"Ler"	"12ConSD"	"12ConSDNV"	"3T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	57	79	32	11	15.8	22.1	0.714932127	""
"1642"	"gi-6"	"Ler"	"Ler"	"12ConSD"	"12ConSDNV"	"3T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	58	79	30	10	12.4	22.1	0.561085973	""
"1643"	"gi-6"	"Ler"	"Ler"	"12ConSD"	"12ConSDNV"	"3T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	59	80	33	11	13.1	27.4	0.47810219	""
"1644"	"gi-6"	"Ler"	"Ler"	"12ConSD"	"12ConSDNV"	"3T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	64	83	37	10	19.9	31.7	0.627760252	""
"1645"	"gi-6"	"Ler"	"Ler"	"12ConSD"	"12ConSDNV"	"7T"	"Low"	"NV"	8	12	"Con"	"Y"	"Y"	77	102	36	8	26.8	37.3	0.71849866	""
"1646"	"gi-6"	"Ler"	"Ler"	"12ConSD"	"12ConSDNV"	"7T"	"Low"	"NV"	8	12	"Con"	"Y"	"Y"	80	101	33	8	24.9	36.1	0.689750693	""
"1647"	"gi-6"	"Ler"	"Ler"	"12ConSD"	"12ConSDNV"	"7T"	"Low"	"NV"	8	12	"Con"	"Y"	"Y"	82	106	34	6	18.6	25.5	0.729411765	""
"1648"	"gi-6"	"Ler"	"Ler"	"12ConSD"	"12ConSDNV"	"7T"	"Low"	"NV"	8	12	"Con"	"Y"	"Y"	88	109	34	9	30	43.6	0.688073394	""
"1649"	"gi-6"	"Ler"	"Ler"	"12VarLD"	"12VarLDNV"	"3B"	"High"	"NV"	16	12	"Var"	"Y"	"Y"	38	54	18	7	17.3	25.8	0.670542636	""
"1650"	"gi-6"	"Ler"	"Ler"	"12VarLD"	"12VarLDNV"	"3B"	"High"	"NV"	16	12	"Var"	"Y"	"Y"	40	56	19	7	21	27.5	0.763636364	""
"1651"	"gi-6"	"Ler"	"Ler"	"12VarLD"	"12VarLDNV"	"5B"	"Low"	"NV"	16	12	"Var"	"Y"	"Y"	40	57	16	6	22.2	31.9	0.695924765	""
"1652"	"gi-6"	"Ler"	"Ler"	"12VarLD"	"12VarLDNV"	"3B"	"High"	"NV"	16	12	"Var"	"Y"	"Y"	43	56	23	9	18.8	27.8	0.676258993	""
"1653"	"gi-6"	"Ler"	"Ler"	"12VarLD"	"12VarLDNV"	"5B"	"Low"	"NV"	16	12	"Var"	"Y"	"Y"	43	58	21	7	19.9	31.7	0.627760252	""
"1654"	"gi-6"	"Ler"	"Ler"	"12VarLD"	"12VarLDNV"	"3B"	"High"	"NV"	16	12	"Var"	"Y"	"Y"	44	57	22	9	19.6	27.8	0.705035971	""
"1655"	"gi-6"	"Ler"	"Ler"	"12VarLD"	"12VarLDNV"	"5B"	"Low"	"NV"	16	12	"Var"	"Y"	"Y"	44	60	19	8	11.5	28.4	0.404929577	""
"1656"	"gi-6"	"Ler"	"Ler"	"12VarLD"	"12VarLDNV"	"5B"	"Low"	"NV"	16	12	"Var"	"Y"	"Y"	46	63	20	9	22.3	31.1	0.717041801	""
"1657"	"gi-6"	"Ler"	"Ler"	"12VarSD"	"12VarSDNV"	"4B"	"High"	"NV"	8	12	"Var"	"Y"	"Y"	59	80	30	11	16.9	28.6	0.590909091	""
"1658"	"gi-6"	"Ler"	"Ler"	"12VarSD"	"12VarSDNV"	"4B"	"High"	"NV"	8	12	"Var"	"Y"	"Y"	59	80	32	11	19.3	20.9	0.923444976	""
"1659"	"gi-6"	"Ler"	"Ler"	"12VarSD"	"12VarSDNV"	"5T"	"Low"	"NV"	8	12	"Var"	"Y"	"Y"	64	89	32	11	25.6	32.2	0.795031056	""
"1660"	"gi-6"	"Ler"	"Ler"	"12VarSD"	"12VarSDNV"	"4B"	"High"	"NV"	8	12	"Var"	"Y"	"Y"	64	84	31	9	23.8	28.2	0.843971631	""
"1661"	"gi-6"	"Ler"	"Ler"	"12VarSD"	"12VarSDNV"	"5T"	"Low"	"NV"	8	12	"Var"	"Y"	"Y"	65	91	32	11	23.4	34.2	0.684210526	""
